rodent_record_id,study_id,scientificName,eventDate,locality,country,verbatimLocality,coordinate_resolution,decimalLatitude,decimalLongitude,individualCount,trapEffort,trapEffortResolution
25855,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25856,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25857,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25858,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25859,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25860,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25861,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25862,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25863,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25864,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25865,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25866,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25867,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25868,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25869,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25870,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25871,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25872,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25873,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25874,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25875,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25876,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25877,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25878,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25879,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25880,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25881,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25882,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25883,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25884,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25885,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25886,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25887,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25888,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25889,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25890,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25891,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25892,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25893,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25894,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25895,87,Mastomys natalensis,10/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25896,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25897,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25898,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25899,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25900,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25901,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25902,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25903,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25904,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25905,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25906,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25907,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25908,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25909,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25910,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25911,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25912,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25913,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25914,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25915,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25916,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25917,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25918,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25919,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25920,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25921,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25922,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25923,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25924,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25925,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25926,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25927,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25928,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25929,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25930,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25931,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25932,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25933,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25934,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25935,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25936,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25937,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25938,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25939,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25940,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25941,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25942,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25943,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25944,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25945,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25946,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25947,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25948,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25949,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25950,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25951,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25952,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25953,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25954,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25955,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25956,87,Mastomys natalensis,11/02/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25957,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25958,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25959,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25960,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25961,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25962,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25963,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25964,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25965,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25966,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25967,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25968,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25969,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25970,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25971,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25972,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25973,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25974,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25975,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25976,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25977,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25978,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25979,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25980,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25981,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25982,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25983,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25984,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25985,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25986,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25987,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25988,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25989,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25990,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25991,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25992,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25993,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25994,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25995,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25996,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25997,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25998,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
25999,87,Mastomys natalensis,23/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26000,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26001,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26002,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26003,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26004,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26005,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26006,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26007,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26008,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26009,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26010,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26011,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26012,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26013,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26014,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26015,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26016,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26017,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26018,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26019,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26020,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26021,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26022,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26023,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26024,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26025,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26026,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26027,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26028,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26029,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26030,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26031,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26032,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26033,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26034,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26035,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26036,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26037,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26038,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26039,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26040,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26041,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26042,87,Mastomys natalensis,24/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26043,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26044,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26045,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26046,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26047,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26048,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26049,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26050,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26051,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26052,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26053,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26054,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26055,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26056,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26057,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26058,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26059,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26060,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
26061,87,Mastomys natalensis,25/03/2010,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
